commentId;hotelSequence;userAlias;date;section;text;sentimentTopic;sentimentText;categoryMatch;category;score
330950;50123;;01/06/2013 5:08:55;POS;"Great location";location;Great;Great;quality;4,00
330950;50123;;01/06/2013 5:08:55;POS;"Great location";location;Great;location;location;4,00
330952;148611;;01/06/2013 8:28:32;POS;"house keeping staff were very good.";house,keeping,staff;very,good;staff;staff;4,00
330952;148611;;01/06/2013 8:28:32;POS;"rooms were nice and clean.";rooms;nice,clean;clean;condition;4,00
330952;148611;;01/06/2013 8:28:32;POS;"rooms were nice and clean.";rooms;nice,clean;rooms;room;4,00
330952;148611;;01/06/2013 8:28:32;POS;"the gardeners did a wonderful job with the gardens keeping them well maintained.";gardens,keeping;well,maintained;gardens;hotel;2,00
330956;69559;OldFella;01/06/2013 10:05:18;POS;"The courteous friendliness of the staff, quality of the food and the Arabic architecture all help to make this complex very special.";friendliness,staff;courteous;courteous;staff;2,00
330956;69559;OldFella;01/06/2013 10:05:18;POS;"The courteous friendliness of the staff, quality of the food and the Arabic architecture all help to make this complex very special.";friendliness,staff;courteous;friendliness;staff;2,00
330956;69559;OldFella;01/06/2013 10:05:18;POS;"The courteous friendliness of the staff, quality of the food and the Arabic architecture all help to make this complex very special.";friendliness,staff;courteous;staff;staff;2,00
330957;139951;jdLondon;01/06/2013 10:12:16;POS;"Amazing hotel near the centre.";hotel;Amazing,near;Amazing;quality;5,00
330960;115927;PJ;01/06/2013 10:30:52;POS;"very clean, no bath, but large walk-in shower was excellent.";bath;very,clean;clean;condition;4,00
330960;115927;PJ;01/06/2013 10:30:52;POS;"very clean, no bath, but large walk-in shower was excellent.";shower;excellent;excellent;quality;3,00
330960;115927;PJ;01/06/2013 10:30:52;POS;"very clean, no bath, but large walk-in shower was excellent.";walk;large;large;size;1,00
330960;115927;PJ;01/06/2013 10:30:52;POS;"very clean, no bath, but large walk-in shower was excellent.";shower;excellent;shower;bathroom;3,00
330962;7163;Jasi1;01/06/2013 10:53:53;POS;"The bedroom and bathroom were clean, the bed was comfy, there were coffee making facilities in the room, free wi-fi - what more do you need on a city break.";bathroom;clean;bathroom;bathroom;2,00
330962;7163;Jasi1;01/06/2013 10:53:53;POS;"The bedroom and bathroom were clean, the bed was comfy, there were coffee making facilities in the room, free wi-fi - what more do you need on a city break.";bed;comfy;bed;room;2,00
330962;7163;Jasi1;01/06/2013 10:53:53;POS;"The bedroom and bathroom were clean, the bed was comfy, there were coffee making facilities in the room, free wi-fi - what more do you need on a city break.";bathroom;clean;clean;condition;2,00
330962;7163;Jasi1;01/06/2013 10:53:53;POS;"The bedroom and bathroom were clean, the bed was comfy, there were coffee making facilities in the room, free wi-fi - what more do you need on a city break.";bed;comfy;comfy;comfort;2,00
330962;7163;Jasi1;01/06/2013 10:53:53;POS;"The bedroom and bathroom were clean, the bed was comfy, there were coffee making facilities in the room, free wi-fi - what more do you need on a city break.";wi;free;free;features;1,00
330965;151569;Izaak Gossen;01/06/2013 11:07:28;NEG;"The breakfast is not up to standard to this hotel.";breakfast,standard;not;breakfast;food and drinks;-1,00
330967;36761;;01/06/2013 11:17:21;POS;"Great place to stay, convenient for road network, friendly and clean";road,network;friendly,clean;clean;condition;4,00
330967;36761;;01/06/2013 11:17:21;POS;"Great place to stay, convenient for road network, friendly and clean";road,network;friendly,clean;friendly;staff;4,00
330967;36761;;01/06/2013 11:17:21;POS;"Great place to stay, convenient for road network, friendly and clean";place;Great;Great;quality;4,00
330968;15178;Johanna;01/06/2013 11:21:31;POS;"location of the hotel is great, very central and close to the tube.";location,hotel;very,central,close;central;location;3,00
330968;15178;Johanna;01/06/2013 11:21:31;POS;"location of the hotel is great, very central and close to the tube.";location,hotel;very,central,close;close;location;3,00
330968;15178;Johanna;01/06/2013 11:21:31;POS;"location of the hotel is great, very central and close to the tube.";location,hotel;great;great;quality;4,00
330968;15178;Johanna;01/06/2013 11:21:31;POS;"location of the hotel is great, very central and close to the tube.";location,hotel;great;location;location;4,00
330968;15178;Johanna;01/06/2013 11:21:31;POS;"location of the hotel is great, very central and close to the tube.";location,hotel;very,central,close;location;location;3,00
330973;157379;Single;01/06/2013 0:11:29;NEG;"building site noise constant from 7.";building,site;noise;building;hotel;-3,00
330973;157379;Single;01/06/2013 0:11:29;NEG;"building site noise constant from 7.";building,site;noise;noise;noise;-3,00
330973;157379;Single;01/06/2013 0:11:29;NEG;"Should of a time limit for working being so close to a Hotel.";time,limit;so,close;close;location;2,50
330973;157379;Single;01/06/2013 0:11:29;NEG;"Should of a time limit for working being so close to a Hotel.";time,limit;working;working;condition;1,00
330973;157379;Single;01/06/2013 0:11:29;POS;"Staff very friendly and helpful  Impressed with the professionalism of the staff  Everything had quailty.";professionalism,staff;helpful;helpful;staff;2,00
330973;157379;Single;01/06/2013 0:11:29;POS;"Staff very friendly and helpful  Impressed with the professionalism of the staff  Everything had quailty.";professionalism,staff;helpful;staff;staff;2,00
330976;17845;;01/06/2013 0:57:57;NEG;"Really pleased you have made internet freely available as this was problematic in the past.";internet;available;internet;features;2,00
330978;96534;Drebosaurus;01/06/2013 1:52:35;NEG;"The food in the restaurant was limited and repetitive .";food,restaurant;limited,repetitive;food;food and drinks;-2,50
330978;96534;Drebosaurus;01/06/2013 1:52:35;NEG;"The food in the restaurant was limited and repetitive .";food,restaurant;limited,repetitive;restaurant;food and drinks;-2,50
330978;96534;Drebosaurus;01/06/2013 1:52:35;NEG;"The ventilater extractor did not appear to be working.";ventilater,extractor;working;working;condition;1,00
330978;96534;Drebosaurus;01/06/2013 1:52:35;POS;"The room was basic clean and tidy on arrival.";room,basic;clean,tidy;clean;condition;4,00
330978;96534;Drebosaurus;01/06/2013 1:52:35;POS;"The room was basic clean and tidy on arrival.";room,basic;clean,tidy;room;room;4,00
330979;134287;sylwia;01/06/2013 1:59:14;NEG;"Personel at the reception were not polite and helpful.";Personel,reception;not,polite,helpful;helpful;staff;-1,00
330979;134287;sylwia;01/06/2013 1:59:14;NEG;"Personel at the reception were not polite and helpful.";Personel,reception;not,polite,helpful;polite;staff;-1,00
330979;134287;sylwia;01/06/2013 1:59:14;NEG;"Personel at the reception were not polite and helpful.";Personel,reception;not,polite,helpful;reception;staff;-1,00
330987;164386;rueben;01/06/2013 3:57:28;NEG;"my room had no safe and other facilities were inadequate.";facilities;inadequate;facilities;features;-2,00
330987;164386;rueben;01/06/2013 3:57:28;NEG;"my room had no safe and other facilities were inadequate.";room;no,safe;room;room;-2,00
330987;164386;rueben;01/06/2013 3:57:28;NEG;"my room had no safe and other facilities were inadequate.";room;no,safe;safe;features;-2,00
330988;96534;Ivan;01/06/2013 4:00:07;NEG;"No shower gel or soap in the room.";shower,gel;No;shower;bathroom;-1,00
330988;96534;Ivan;01/06/2013 4:00:07;NEG;"Poor breakfast.";breakfast;Poor;breakfast;food and drinks;-2,00
330988;96534;Ivan;01/06/2013 4:00:07;POS;"Nice room, friendly stuff";stuff;friendly;friendly;staff;2,00
330988;96534;Ivan;01/06/2013 4:00:07;POS;"Nice room, friendly stuff";room;Nice;room;room;2,00
330996;29412;Jaras;01/06/2013 7:24:50;NEG;"No sandy beach.";beach;No;beach;location;-1,00
331000;223;;01/06/2013 8:21:10;NEG;"Food was not always warm enough, sometimes cold (especially French fries ).";Food,(;not,warm,enough,cold;cold;temperature;-4,60
331000;223;;01/06/2013 8:21:10;NEG;"Food was not always warm enough, sometimes cold (especially French fries ).";Food,(;not,warm,enough,cold;Food;food and drinks;-4,60
331000;223;;01/06/2013 8:21:10;NEG;"Food was not always warm enough, sometimes cold (especially French fries ).";Food,(;not,warm,enough,cold;warm;temperature;-4,60
331005;135887;;02/06/2013 0:11:27;POS;"Close to the airport, friendly service, good value";airport;Close;airport;location;1,00
331005;135887;;02/06/2013 0:11:27;POS;"Close to the airport, friendly service, good value";airport;Close;Close;location;1,00
331005;135887;;02/06/2013 0:11:27;POS;"Close to the airport, friendly service, good value";service;friendly;friendly;staff;2,00
331005;135887;;02/06/2013 0:11:27;POS;"Close to the airport, friendly service, good value";service;friendly;service;staff;2,00
331005;135887;;02/06/2013 0:11:27;POS;"Close to the airport, friendly service, good value";value;good;value;pricing;2,00
331007;13461;Mandez;02/06/2013 2:09:53;POS;"Only stayed one night the beds were comfortable and room was big.";beds;comfortable;beds;room;2,00
331007;13461;Mandez;02/06/2013 2:09:53;POS;"Only stayed one night the beds were comfortable and room was big.";room;big;big;size;1,00
331007;13461;Mandez;02/06/2013 2:09:53;POS;"Only stayed one night the beds were comfortable and room was big.";beds;comfortable;comfortable;comfort;2,00
331007;13461;Mandez;02/06/2013 2:09:53;POS;"Only stayed one night the beds were comfortable and room was big.";room;big;room;room;1,00
331007;13461;Mandez;02/06/2013 2:09:53;POS;"The hotel has a good location, staff are friendly and helpful.";staff;friendly,helpful;friendly;staff;4,00
331007;13461;Mandez;02/06/2013 2:09:53;POS;"The hotel has a good location, staff are friendly and helpful.";staff;friendly,helpful;helpful;staff;4,00
331007;13461;Mandez;02/06/2013 2:09:53;POS;"The hotel has a good location, staff are friendly and helpful.";hotel,location;good;location;location;2,00
331007;13461;Mandez;02/06/2013 2:09:53;POS;"The hotel has a good location, staff are friendly and helpful.";staff;friendly,helpful;staff;staff;4,00
331008;65160;John;02/06/2013 3:34:01;POS;"The front desk, concierge and housekeeping were great.";front desk,concierge,housekeeping;great;concierge;staff;4,00
331008;65160;John;02/06/2013 3:34:01;POS;"The front desk, concierge and housekeeping were great.";front desk,concierge,housekeeping;great;front desk;staff;4,00
331008;65160;John;02/06/2013 3:34:01;POS;"The front desk, concierge and housekeeping were great.";front desk,concierge,housekeeping;great;great;quality;4,00
331008;65160;John;02/06/2013 3:34:01;POS;"The front desk, concierge and housekeeping were great.";front desk,concierge,housekeeping;great;housekeeping;staff;4,00
331009;125888;Bruce;02/06/2013 4:28:36;NEG;"No internet in the room, only in the lobby.";internet;No;internet;features;-1,00
331009;125888;Bruce;02/06/2013 4:28:36;POS;"Very cheap, clean rooms within a few hundred meters of a metro stop that could take you into central Shanghai.";;central;central;location;1,00
331011;96974;;02/06/2013 8:19:06;POS;"Room was clean and well appointed.";Room;clean,well,appointed;appointed;room;4,00
331011;96974;;02/06/2013 8:19:06;POS;"Room was clean and well appointed.";Room;clean,well,appointed;clean;condition;4,00
331011;96974;;02/06/2013 8:19:06;POS;"Room was clean and well appointed.";Room;clean,well,appointed;Room;room;4,00
331011;96974;;02/06/2013 8:19:06;POS;"Staff were extremely polite and attentive.";Staff;extremely,polite,attentive;attentive;staff;13,50
331011;96974;;02/06/2013 8:19:06;POS;"Staff were extremely polite and attentive.";Staff;extremely,polite,attentive;polite;staff;13,50
331011;96974;;02/06/2013 8:19:06;POS;"Staff were extremely polite and attentive.";Staff;extremely,polite,attentive;Staff;staff;13,50
331011;96974;;02/06/2013 8:19:06;POS;"The hotel is beautifully positioned with views across a lovely bay.";hotel,views;beautifully;views;location;2,00
331013;38883;Betty;02/06/2013 9:14:08;POS;"small quiet friendly clean";;small,quiet,friendly,clean;clean;condition;7,50
331013;38883;Betty;02/06/2013 9:14:08;POS;"small quiet friendly clean";;small,quiet,friendly,clean;friendly;staff;7,50
331013;38883;Betty;02/06/2013 9:14:08;POS;"small quiet friendly clean";;small,quiet,friendly,clean;small;size;7,50
331015;93672;Masey;02/06/2013 9:18:48;POS;"Felt that the staff were professional, friendly and had a good understanding of the hotel.";staff;friendly;friendly;staff;2,00
331015;93672;Masey;02/06/2013 9:18:48;POS;"Felt that the staff were professional, friendly and had a good understanding of the hotel.";staff;professional;professional;staff;2,00
331015;93672;Masey;02/06/2013 9:18:48;POS;"Felt that the staff were professional, friendly and had a good understanding of the hotel.";staff;friendly;staff;staff;2,00
331015;93672;Masey;02/06/2013 9:18:48;POS;"Felt that the staff were professional, friendly and had a good understanding of the hotel.";staff;professional;staff;staff;2,00
331015;93672;Masey;02/06/2013 9:18:48;POS;"The hotel was amazing.";hotel;amazing;amazing;quality;4,00
331016;160780;BettyP;02/06/2013 9:19:21;NEG;"In summary, a nice place in an excellent location, spoiled by poor management.";location;excellent;excellent;quality;3,00
331016;160780;BettyP;02/06/2013 9:19:21;NEG;"In summary, a nice place in an excellent location, spoiled by poor management.";location;excellent;location;location;3,00
331016;160780;BettyP;02/06/2013 9:19:21;NEG;"In summary, a nice place in an excellent location, spoiled by poor management.";management;spoiled;management;staff;2,00
331016;160780;BettyP;02/06/2013 9:19:21;NEG;"The room itself was spartan but clean and the air con worked well.";room,spartan;clean;clean;condition;2,00
331016;160780;BettyP;02/06/2013 9:19:21;NEG;"The room itself was spartan but clean and the air con worked well.";room,spartan;clean;room;room;2,00
331016;160780;BettyP;02/06/2013 9:19:21;NEG;"The room itself was spartan but clean and the air con worked well.";air,con;worked;worked;condition;1,00
331022;1028;;02/06/2013 9:53:55;NEG;"Not free water for dinner";water;Not,free;free;features;-1,00
331022;1028;;02/06/2013 9:53:55;POS;"Cleen rooms, free wifi near lobby, lovley wive from the pool.";Cleen,rooms,wifi;free;free;features;1,00
331022;1028;;02/06/2013 9:53:55;POS;"Cleen rooms, free wifi near lobby, lovley wive from the pool.";lobby;near;lobby;hotel;1,00
331022;1028;;02/06/2013 9:53:55;POS;"Cleen rooms, free wifi near lobby, lovley wive from the pool.";Cleen,rooms,wifi;free;rooms;room;1,00
331022;1028;;02/06/2013 9:53:55;POS;"Cleen rooms, free wifi near lobby, lovley wive from the pool.";Cleen,rooms,wifi;free;wifi;features;1,00
331025;141101;;02/06/2013 9:57:41;POS;"Friendly staff, nice view, clean, at walkdistance to Biograd.";view;clean;clean;condition;2,00
331025;141101;;02/06/2013 9:57:41;POS;"Friendly staff, nice view, clean, at walkdistance to Biograd.";staff;Friendly;Friendly;staff;2,00
331025;141101;;02/06/2013 9:57:41;POS;"Friendly staff, nice view, clean, at walkdistance to Biograd.";staff;Friendly;staff;staff;2,00
331025;141101;;02/06/2013 9:57:41;POS;"Friendly staff, nice view, clean, at walkdistance to Biograd.";view;clean;view;location;2,00
331025;141101;;02/06/2013 9:57:41;POS;"Friendly staff, nice view, clean, at walkdistance to Biograd.";view;nice;view;location;2,00
331026;15786;newbs;02/06/2013 10:02:16;NEG;"Don't let this put you off, for the price this is a very good hotel and without exception the staff are all lovely.";price;not;price;pricing;-1,00
331026;15786;newbs;02/06/2013 10:02:16;NEG;"Don't let this put you off, for the price this is a very good hotel and without exception the staff are all lovely.";exception,staff;lovely;staff;staff;3,00
331026;15786;newbs;02/06/2013 10:02:16;NEG;"One end of the hotel is very close to a roundabout and a road runs behind as well.";end,hotel;very,close;close;location;2,00
331026;15786;newbs;02/06/2013 10:02:16;NEG;"Self catering facilities fairly basic (but all clean ).";(;clean;clean;condition;2,00
331026;15786;newbs;02/06/2013 10:02:16;NEG;"Some of the hotels room furnishings are a bit worn out.";hotels,room,furnishings;a bit;room;room;0,50
331026;15786;newbs;02/06/2013 10:02:16;POS;"free secure car park.";car park;free,secure;car park;hotel;3,00
331026;15786;newbs;02/06/2013 10:02:16;POS;"free secure car park.";car park;free,secure;free;features;3,00
331026;15786;newbs;02/06/2013 10:02:16;POS;"free secure car park.";car park;free,secure;secure;features;3,00
331026;15786;newbs;02/06/2013 10:02:16;POS;"Free wi-fi in reception.";wi;Free;Free;features;1,00
331026;15786;newbs;02/06/2013 10:02:16;POS;"Great location by harbour, great staff.";location;Great;great;quality;4,00
331026;15786;newbs;02/06/2013 10:02:16;POS;"Great location by harbour, great staff.";staff;great;Great;quality;4,00
331026;15786;newbs;02/06/2013 10:02:16;POS;"Great location by harbour, great staff.";location;Great;location;location;4,00
331026;15786;newbs;02/06/2013 10:02:16;POS;"Great location by harbour, great staff.";staff;great;staff;staff;4,00
331026;15786;newbs;02/06/2013 10:02:16;POS;"lovely pool.";pool;lovely;pool;hotel;3,00
331032;139714;fdsa;02/06/2013 10:38:26;NEG;"soulless atmosphere.";atmosphere;soulless;atmosphere;atmosphere;-2,00
331032;139714;fdsa;02/06/2013 10:38:26;NEG;"soulless atmosphere.";atmosphere;soulless;soulless;atmosphere;-2,00
331034;731;Satisfied Norwegian visitors;02/06/2013 10:49:57;NEG;"Another negative thing is that there is no window which can be opened in the bedroom.";window;no;window;room;-1,00
331034;731;Satisfied Norwegian visitors;02/06/2013 10:49:57;POS;"Free internet all over the hotel!";internet;Free;Free;features;1,00
331034;731;Satisfied Norwegian visitors;02/06/2013 10:49:57;POS;"Free internet all over the hotel!";internet;Free;internet;features;1,00
331034;731;Satisfied Norwegian visitors;02/06/2013 10:49:57;POS;"Friendly staff of all people working in the hotel.";staff,people;Friendly,working;Friendly;staff;3,00
331034;731;Satisfied Norwegian visitors;02/06/2013 10:49:57;POS;"Friendly staff of all people working in the hotel.";staff,people;Friendly,working;staff;staff;3,00
331034;731;Satisfied Norwegian visitors;02/06/2013 10:49:57;POS;"Friendly staff of all people working in the hotel.";staff,people;Friendly,working;working;condition;3,00
331034;731;Satisfied Norwegian visitors;02/06/2013 10:49:57;POS;"Good service in the dinningroom, good and quick technical service.";service;Good;service;staff;2,00
331034;731;Satisfied Norwegian visitors;02/06/2013 10:49:57;POS;"Good service in the dinningroom, good and quick technical service.";service;good,quick;service;staff;4,00
331034;731;Satisfied Norwegian visitors;02/06/2013 10:49:57;POS;"Very good food for a reasonable price.";food;Very,good;food;food and drinks;4,00
331034;731;Satisfied Norwegian visitors;02/06/2013 10:49:57;POS;"Very good food for a reasonable price.";price;reasonable;price;pricing;2,00
331034;731;Satisfied Norwegian visitors;02/06/2013 10:49:57;POS;"Very good food for a reasonable price.";price;reasonable;reasonable;quality;2,00
331034;731;Satisfied Norwegian visitors;02/06/2013 10:49:57;POS;"Very quick respons after our message that the tv was not working in the room.";room;was,not,working;room;room;-1,00
331034;731;Satisfied Norwegian visitors;02/06/2013 10:49:57;POS;"Very quick respons after our message that the tv was not working in the room.";room;was,not,working;working;condition;-1,00
331034;731;Satisfied Norwegian visitors;02/06/2013 10:49:57;POS;"Warm water in the swimmingpool.";water;Warm;Warm;temperature;1,00
331036;147911;Azri;02/06/2013 11:07:03;NEG;"Some of the furniture (kitchen) was a little worn, but still working fine.";furniture,(,kitchen,);working,fine;fine;quality;3,00
331036;147911;Azri;02/06/2013 11:07:03;NEG;"Some of the furniture (kitchen) was a little worn, but still working fine.";furniture,(,kitchen,);a little;furniture;room;0,50
331036;147911;Azri;02/06/2013 11:07:03;NEG;"Some of the furniture (kitchen) was a little worn, but still working fine.";furniture,(,kitchen,);working,fine;furniture;room;3,00
331036;147911;Azri;02/06/2013 11:07:03;NEG;"Some of the furniture (kitchen) was a little worn, but still working fine.";furniture,(,kitchen,);a little;kitchen;food and drinks;0,50
331036;147911;Azri;02/06/2013 11:07:03;NEG;"Some of the furniture (kitchen) was a little worn, but still working fine.";furniture,(,kitchen,);working,fine;kitchen;food and drinks;3,00
331036;147911;Azri;02/06/2013 11:07:03;NEG;"Some of the furniture (kitchen) was a little worn, but still working fine.";furniture,(,kitchen,);working,fine;working;condition;3,00
331036;147911;Azri;02/06/2013 11:07:03;NEG;"The radiators only seemed to function randomly so the appartment was a little cold.";radiators,appartment;a little,cold;cold;temperature;-2,50
331036;147911;Azri;02/06/2013 11:07:03;NEG;"Unfortunatly the shower only dispenses cold or slightly warm water.";Unfortunatly,shower,water;cold,warm;cold;temperature;-1,00
331036;147911;Azri;02/06/2013 11:07:03;NEG;"Unfortunatly the shower only dispenses cold or slightly warm water.";Unfortunatly,shower,water;cold,warm;shower;bathroom;-1,00
331036;147911;Azri;02/06/2013 11:07:03;NEG;"Unfortunatly the shower only dispenses cold or slightly warm water.";Unfortunatly,shower,water;cold,warm;warm;temperature;-1,00
331036;147911;Azri;02/06/2013 11:07:03;POS;"The apartement was nice and big with lots of light.";apartement;nice,big;big;size;3,00
331040;164810;H. K.;02/06/2013 11:20:22;POS;"Excellent venue, inexpensive, left in peace, warm, clean";peace;clean;clean;condition;2,00
331040;164810;H. K.;02/06/2013 11:20:22;POS;"Excellent venue, inexpensive, left in peace, warm, clean";venue;Excellent;Excellent;quality;3,00
331040;164810;H. K.;02/06/2013 11:20:22;POS;"Excellent venue, inexpensive, left in peace, warm, clean";venue;inexpensive;inexpensive;pricing;2,00
331040;164810;H. K.;02/06/2013 11:20:22;POS;"Excellent venue, inexpensive, left in peace, warm, clean";peace;warm;warm;temperature;1,00
331053;55306;;02/06/2013 0:50:53;NEG;"Expensive.";;Expensive;Expensive;pricing;-2,00
331056;140995;Thom;02/06/2013 1:12:13;NEG;"Buffet breakfast need improvement as the buffet spread looked unappetizing and lack choice.";Buffet,breakfast,need,improvement,buffet,spread;unappetizing;breakfast;food and drinks;-2,00
331056;140995;Thom;02/06/2013 1:12:13;NEG;"Buffet breakfast need improvement as the buffet spread looked unappetizing and lack choice.";Buffet,breakfast,need,improvement,buffet,spread;unappetizing;buffet;food and drinks;-2,00
331056;140995;Thom;02/06/2013 1:12:13;NEG;"Sagging room toilet door sagged and cannot close, was not fixed even on the day of check out.";day,check out;not;check out;staff;-1,00
331056;140995;Thom;02/06/2013 1:12:13;NEG;"Sagging room toilet door sagged and cannot close, was not fixed even on the day of check out.";room,toilet,door;not;door;room;-1,00
331056;140995;Thom;02/06/2013 1:12:13;NEG;"Sagging room toilet door sagged and cannot close, was not fixed even on the day of check out.";room,toilet,door;not;room;room;-1,00
331056;140995;Thom;02/06/2013 1:12:13;POS;"Staff generally helpful";Staff;helpful;helpful;staff;2,00
331056;140995;Thom;02/06/2013 1:12:13;POS;"Staff generally helpful";Staff;helpful;Staff;staff;2,00
331057;16952;;02/06/2013 1:24:10;POS;"Room clean and comfortable, staff helpful";Room;clean,comfortable;clean;condition;4,00
331057;16952;;02/06/2013 1:24:10;POS;"Room clean and comfortable, staff helpful";Room;clean,comfortable;comfortable;comfort;4,00
331057;16952;;02/06/2013 1:24:10;POS;"Room clean and comfortable, staff helpful";staff;helpful;helpful;staff;2,00
331057;16952;;02/06/2013 1:24:10;POS;"Room clean and comfortable, staff helpful";Room;clean,comfortable;Room;room;4,00
331057;16952;;02/06/2013 1:24:10;POS;"Room clean and comfortable, staff helpful";staff;helpful;staff;staff;2,00
331064;183908;;02/06/2013 4:19:47;POS;"All the staff were very friendly and always had a smile o the their face.";staff;very,friendly;friendly;staff;4,00
331064;183908;;02/06/2013 4:19:47;POS;"All the staff were very friendly and always had a smile o the their face.";staff;very,friendly;staff;staff;4,00
331067;139475;;02/06/2013 4:47:52;POS;"The staff in the main restraunt (buffet) where always helpful and polite.";);helpful,polite;helpful;staff;5,00
331067;139475;;02/06/2013 4:47:52;POS;"The staff in the main restraunt (buffet) where always helpful and polite.";);helpful,polite;polite;staff;5,00
331070;6615;;02/06/2013 4:57:18;POS;"Beautiful decor, pleasant and helpful staff, great cocktails!";cocktails;great;cocktails;food and drinks;4,00
331070;6615;;02/06/2013 4:57:18;POS;"Beautiful decor, pleasant and helpful staff, great cocktails!";decor;Beautiful;decor;look and feel;3,00
331070;6615;;02/06/2013 4:57:18;POS;"Beautiful decor, pleasant and helpful staff, great cocktails!";cocktails;great;great;quality;4,00
331070;6615;;02/06/2013 4:57:18;POS;"Beautiful decor, pleasant and helpful staff, great cocktails!";staff;pleasant,helpful;helpful;staff;5,00
331070;6615;;02/06/2013 4:57:18;POS;"Beautiful decor, pleasant and helpful staff, great cocktails!";staff;pleasant,helpful;staff;staff;5,00
331072;183;J;02/06/2013 5:51:54;POS;"the bedroom view was outstanding.";bedroom,view;outstanding;bedroom;room;4,00
331072;183;J;02/06/2013 5:51:54;POS;"the bedroom view was outstanding.";bedroom,view;outstanding;view;location;4,00
331072;183;J;02/06/2013 5:51:54;POS;"The hotel, look professional, comfortable and had a nice calm relaxing environment for everyone.";hotel,look;comfortable;comfortable;comfort;2,00
331072;183;J;02/06/2013 5:51:54;POS;"The hotel, look professional, comfortable and had a nice calm relaxing environment for everyone.";environment;nice,calm,relaxing;environment;atmosphere;6,00
331072;183;J;02/06/2013 5:51:54;POS;"The hotel, look professional, comfortable and had a nice calm relaxing environment for everyone.";hotel,look;professional;professional;staff;2,00
331074;7568;Lightnin;02/06/2013 6:27:14;POS;"Amenities were great aswell as cleanliness.";;cleanliness;cleanliness;condition;1,00
331074;7568;Lightnin;02/06/2013 6:27:14;POS;"Amenities were great aswell as cleanliness.";Amenities,aswell;great;great;quality;4,00
331074;7568;Lightnin;02/06/2013 6:27:14;POS;"An excellent touch!";touch;excellent;excellent;quality;3,00
331074;7568;Lightnin;02/06/2013 6:27:14;POS;"Food was hot and plenty of choice, great  to start the day.";Food,choice;great;Food;food and drinks;4,00
331074;7568;Lightnin;02/06/2013 6:27:14;POS;"Food was hot and plenty of choice, great  to start the day.";Food,choice;hot,plenty of;Food;food and drinks;3,50
331074;7568;Lightnin;02/06/2013 6:27:14;POS;"Food was hot and plenty of choice, great  to start the day.";Food,choice;great;great;quality;4,00
331074;7568;Lightnin;02/06/2013 6:27:14;POS;"Food was hot and plenty of choice, great  to start the day.";Food,choice;hot,plenty of;hot;temperature;3,50
331076;13893;Lil;02/06/2013 6:57:39;POS;"Room was clean with good facilities.";Room;clean;clean;condition;2,00
331076;13893;Lil;02/06/2013 6:57:39;POS;"Room was clean with good facilities.";facilities;good;facilities;features;2,00
331076;13893;Lil;02/06/2013 6:57:39;POS;"Room was clean with good facilities.";Room;clean;Room;room;2,00
331083;914;DS;02/06/2013 8:01:34;POS;"Breakfasts were very good and plentiful.";Breakfasts;very,good,plentiful;Breakfasts;food and drinks;6,00
331083;914;DS;02/06/2013 8:01:34;POS;"Staff very friendly and helpful - a credit to the hotel.";Staff;very,friendly,helpful;friendly;staff;6,00
331083;914;DS;02/06/2013 8:01:34;POS;"Staff very friendly and helpful - a credit to the hotel.";Staff;very,friendly,helpful;helpful;staff;6,00
331083;914;DS;02/06/2013 8:01:34;POS;"Staff very friendly and helpful - a credit to the hotel.";Staff;very,friendly,helpful;Staff;staff;6,00
331083;914;DS;02/06/2013 8:01:34;POS;"The GHA experience was worth joining, providing a daily paper and free wifi which otherwise charged at 15euros per day!!";GHA,experience;worth;experience;comfort;2,00
331083;914;DS;02/06/2013 8:01:34;POS;"The GHA experience was worth joining, providing a daily paper and free wifi which otherwise charged at 15euros per day!!";wifi;free;free;features;1,00
331083;914;DS;02/06/2013 8:01:34;POS;"The GHA experience was worth joining, providing a daily paper and free wifi which otherwise charged at 15euros per day!!";wifi;free;wifi;features;1,00
331083;914;DS;02/06/2013 8:01:34;POS;"The GHA experience was worth joining, providing a daily paper and free wifi which otherwise charged at 15euros per day!!";GHA,experience;worth;worth;pricing;2,00
331084;92658;unfriendly;02/06/2013 8:11:40;NEG;"The bolier in the breakfast area is dangerous, this hotel needs money spending on it to inprove.";bolier,breakfast area;dangerous;breakfast area;food and drinks;-3,00
331084;92658;unfriendly;02/06/2013 8:11:40;POS;"The rooms were very clean.";rooms;very,clean;clean;condition;4,00
331084;92658;unfriendly;02/06/2013 8:11:40;POS;"The rooms were very clean.";rooms;very,clean;rooms;room;4,00
331088;172875;;02/06/2013 9:09:59;NEG;"more tables for breakfast time and trays to put plates on as plates too hot.";plates;too,hot;hot;temperature;0,90
331088;172875;;02/06/2013 9:09:59;NEG;"parking needs to be more spacious for each bay..";parking,needs;more,spacious;parking;features;4,00
331088;172875;;02/06/2013 9:09:59;NEG;"parking needs to be more spacious for each bay..";parking,needs;more,spacious;spacious;size;4,00
331088;172875;;02/06/2013 9:09:59;NEG;"swimming pool changing room locker keys most did not work and needs to be more spacious and cleaner.";room,locker,keys;more,spacious,cleaner;cleaner;condition;6,00
331088;172875;;02/06/2013 9:09:59;NEG;"swimming pool changing room locker keys most did not work and needs to be more spacious and cleaner.";room,locker,keys;more,spacious,cleaner;room;room;6,00
