hotelSequence;hotelName;destinationCode;averageRoom;averageFacilities;averageClean;averageFood;averagePersonal;averageCheckin;averageQuality;travelmodePleasure;travelmodeFriends;travelmodeBusiness;companionAlone;companionPartner;companionFamily;companionFriends;companionColleagues;recomendationIndividuals;recomendationCouples;recomendationFamilies;recomendationGroups;recomendationBusiness;numberReviews;mailsEnviados;mediumValue
86.526;Manhattan Avenue;DXB;5;4;4;3;4;5;5;0;0;1;1;0;0;0;0;1;1;0;0;1;1;6;4
72.150;Howard Johnson Curacao Plaza;CUA;4;3;5;3;5;5;5;2;0;0;1;0;1;0;0;2;2;2;2;1;2;15;4
7.215;Kyriad Tours Centre;TUF;4;4;4;4;4;0;4;1;1;0;1;1;0;0;0;2;2;0;1;0;2;11;4
129.717;Franklin Feel The Sound;ROE;5;5;5;4;4;0;4;7;0;0;0;5;1;1;0;4;7;5;2;0;7;14;5
5.614;Holiday Inn Naples;NAP;4;4;4;4;4;4;4;3;0;0;1;2;0;0;0;2;2;1;2;2;3;12;4
134.948;iQ Hotel Roma;ROE;5;5;5;5;5;0;5;10;0;1;1;9;0;1;0;9;11;8;2;6;11;41;5
89.326;Larco;PA;4;4;4;5;4;5;4;7;2;1;7;2;1;0;0;7;4;3;2;0;10;40;4
172.328;Memories Flamenco;CCO;3;3;3;3;3;0;3;2;0;0;0;1;1;0;0;2;2;2;2;0;2;10;3
183.918;Sonesta ES Suites Burlington;BOS;5;2;0;3;4;0;4;1;0;0;0;0;1;0;0;1;1;1;1;0;1;3;4
3.293;Ciria;ARA;4;3;4;4;5;5;4;3;1;0;0;4;0;0;0;1;3;4;2;2;4;15;4
93.736;Imperial;PUE;3;4;3;3;3;3;3;3;0;2;1;1;1;0;2;2;4;3;2;1;5;19;3
76.999;Maria Benita;ZAC;4;5;5;0;4;4;4;1;0;0;1;0;0;0;0;1;1;1;1;1;1;4;4
6.755;Hilton Budapest;BUD;5;4;5;4;4;0;4;11;0;2;2;7;4;0;0;9;11;9;8;7;13;63;4
5.729;Laurus;FLR;1;2;4;0;4;4;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;4;3
120.385;San Carlos LLoret;LLM;2;2;3;2;4;5;3;7;0;0;0;4;1;2;0;2;1;2;1;0;7;66;3
7.558;Holiday Inn London Bloomsbury;LON;4;4;4;4;4;0;4;3;1;1;1;2;2;0;0;2;3;1;0;0;5;39;4
120.595;Continental;SKP;5;4;5;5;5;0;5;0;0;1;1;0;0;0;0;1;1;1;1;1;1;2;5
75.580;Calimera Kaya Side;SID;4;5;5;5;5;0;5;1;0;0;0;1;0;0;0;1;1;1;0;0;1;2;5
186.776;Renaissance Barcelona Fira Hotel;BCN;4;4;4;4;4;0;4;1;0;0;0;1;0;0;0;1;1;0;1;0;1;5;4
145.076;Brooklands Hotel;SU2;5;5;5;5;5;0;4;1;1;0;0;1;1;0;0;1;1;1;1;1;2;14;5
90.007;Dw?r Oliwski;GDN;5;5;5;5;5;5;5;3;0;2;2;2;1;0;0;4;5;3;3;4;5;9;5
151.717;Hanoi View 2;HAN;3;2;4;3;2;0;3;1;0;0;0;1;0;0;0;1;1;0;0;0;1;4;3
4.368;Campanile Barcelona Barbera;BCN;4;4;4;3;4;3;4;4;1;1;0;4;0;2;0;3;5;5;4;2;6;36;4
168.917;Boi?a Hotel;LIS;5;5;5;5;5;0;5;1;0;0;0;0;1;0;0;1;1;1;0;0;1;4;5
212.987;El Hostal Puerta Bisagra;TOL;2;3;3;3;4;0;3;3;0;0;0;2;1;0;0;3;3;3;3;0;3;6;3
2.807;Panoramic;PMI;4;5;5;5;5;0;5;1;1;0;0;1;0;1;0;1;1;2;1;0;2;2;4
102.961;Pousada de Obidos-Castelo de Obidos;CEN;1;4;4;2;4;0;2;1;0;0;0;1;0;0;0;0;0;0;0;0;1;3;3
87.081;Novotel Malaga Aeropuerto;MAL;4;4;4;3;4;4;3;2;2;2;4;0;2;0;0;4;2;2;3;5;6;33;4
8.930;Continental Lausanne;LAU;4;4;5;0;4;0;3;1;0;0;0;1;0;0;0;0;1;1;0;1;1;11;4
17.147;Europa;BFS;4;4;4;4;4;4;4;52;11;26;24;37;9;12;6;53;69;21;32;65;89;468;4
100.195;Santuario de Arantzazu;EAS;5;5;5;4;5;5;5;9;1;0;0;8;2;0;0;2;10;6;6;3;10;45;5
87.607;Royal Dragon Hotel;SID;5;5;5;5;5;5;5;3;0;0;0;0;3;0;0;0;3;3;2;0;3;6;5
101.913;Rooms on the Beach Negril;NEG;5;5;5;0;4;0;5;1;0;0;1;0;0;0;0;1;1;1;1;0;1;7;5
132.619;Soterra?a;AVA;4;5;4;0;4;0;4;4;0;1;0;0;5;0;0;2;2;4;3;1;5;10;4
16.218;Marriot Royal Bristol;BRI;5;5;5;4;5;0;4;1;0;0;0;1;0;0;0;0;1;0;0;0;1;5;5
137.022;Centrum Tower Suites;PTY;2;2;3;3;4;0;3;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;3
139.133;Marina Loft ;GAN;4;4;4;0;4;0;4;1;0;0;0;1;0;0;0;1;1;1;0;0;1;3;4
1.688;Izan Trujillo;CRS;4;4;4;4;4;4;4;28;1;0;1;18;9;1;0;17;28;20;14;4;29;84;4
79.815;Swiss-Belhotel Bay View;BAI;5;4;5;4;5;0;5;1;0;0;0;1;0;0;0;1;1;0;1;0;1;2;5
7.924;Moongate;PCM;4;4;4;0;4;4;4;5;1;0;0;3;3;0;0;3;4;4;3;2;6;20;3
13.448;Skyline Hotel;NYC;4;4;4;4;4;4;4;3;1;0;0;0;2;1;1;4;3;4;4;2;4;21;4
71.539;Montemar;FAO;4;4;4;3;4;4;4;32;0;2;2;27;2;2;1;14;23;7;6;3;34;107;4
87.097;Campanile Murcia;MJV;4;4;4;4;4;0;5;2;2;2;1;4;1;0;0;5;5;4;1;3;6;46;4
22.912;Best Western Premier Slon;LJU;4;4;4;3;4;3;4;3;0;1;2;0;0;2;0;1;2;2;2;3;4;25;4
63.280;Dolmen Resort;MLA;4;4;4;4;4;5;4;13;1;1;1;4;9;1;0;8;10;10;9;4;15;60;4
54.907;Aramis;PRG;3;4;4;4;4;4;4;1;1;1;0;3;0;0;0;1;3;1;1;2;3;12;4
141.347;Lucaya Village Resort;MCO;5;4;5;0;5;0;4;1;0;0;0;0;0;1;0;0;1;1;1;0;1;5;5
6.293;Hilton Innsbruck;INN;3;1;4;4;2;0;1;1;0;0;0;1;0;0;0;0;0;0;0;1;1;8;3
13.817;Arcipreste de Hita;MAD;3;3;4;3;4;3;3;10;0;0;0;9;1;0;0;4;4;4;3;3;10;50;3
90.158;Residenza Domizia;ROE;4;4;4;3;4;4;4;10;0;0;1;6;1;2;0;6;9;3;1;5;10;16;4
15.783;Golden Tulip Fantasy Beach;BLA;5;5;5;4;4;4;5;1;0;0;0;1;0;0;0;0;1;1;1;0;1;10;5
48.624;Rubin Wellness & Conference Hotel ;BUD;4;5;4;3;4;4;3;5;0;0;2;3;0;0;0;1;3;1;1;1;5;19;4
13.762;Guadacorte Park;LUZ;4;4;4;3;4;0;4;3;0;0;0;2;1;0;0;2;2;2;2;0;3;19;4
124.986;David;KRK;5;4;5;4;5;0;5;1;0;0;0;0;0;1;0;1;1;1;0;0;1;5;5
194.016;Hotel Miyuki Beach;AHA;1;3;1;3;3;0;2;1;0;0;0;0;1;0;0;0;0;0;0;0;1;2;2
60.978;Maritim Jolie Ville Luxor Resort;LXR;4;5;4;4;4;4;4;5;0;0;0;4;1;0;0;2;4;3;2;1;5;19;4
5.888;NH Schiphol Airport;AMS;5;5;5;5;5;4;5;2;0;0;1;1;0;0;0;2;2;1;1;2;2;46;5
185.427;Regalia Residence Kuala Lumpur;KUL;5;4;5;3;4;0;5;3;0;0;0;1;2;0;0;3;3;3;2;0;3;19;4
198.603;Coasters Hotel & Holiday Apartments;LIN;5;5;5;5;5;0;5;1;0;0;0;0;1;0;0;1;1;1;1;0;1;6;5
7.259;Hilton Nurenberg;NUE;5;5;5;5;4;5;4;3;0;0;0;3;0;0;0;2;2;2;2;1;3;5;5
140.261;Costa Linda Beach;IMA;5;5;5;5;4;0;3;1;0;0;0;0;1;0;0;0;1;1;0;0;1;1;5
41.255;Marriott Manchester Airport;MAC;5;5;5;0;5;0;4;0;1;0;0;1;0;0;0;1;1;1;0;0;1;10;5
64.241;Hallmark;DXB;4;4;4;0;4;0;4;1;0;0;1;0;0;0;0;1;0;0;0;1;1;3;4
85.887;Citea Residentiel Nantes l'Aubiniere;NAN;5;5;5;4;5;5;5;2;0;0;0;1;0;1;0;0;1;2;0;1;2;12;5
23.958;Invisa Club Cala Verde;IBZ;4;4;4;4;5;5;4;6;1;0;0;3;4;0;0;3;6;7;4;1;7;27;4
86.723;Louis Tiran Sharm;SSH;5;5;5;4;5;4;4;2;0;0;0;2;0;0;0;0;2;2;1;1;2;7;4
114.391;Loixmar;BEN;5;4;4;0;4;0;5;2;0;0;1;0;1;0;0;1;2;0;0;0;2;3;4
161.784;Bay Hotel Singapore;SIN;4;4;4;4;5;0;4;5;0;1;0;3;3;0;0;5;4;4;4;2;6;61;4
13.023;The Manhattan at Times Square Hotel;NYC;3;3;3;0;4;0;3;4;1;1;1;2;2;1;0;3;3;4;0;2;6;32;3
181.030;Alfa Hotel;AND;3;3;4;2;3;0;3;2;0;0;0;0;2;0;0;0;0;1;0;0;2;6;2
27.176;Queensferry Hotel;EDI;4;4;4;4;4;4;4;26;1;3;2;19;7;2;0;19;23;17;13;15;30;130;4
158.748;Asiana;DXB;5;5;5;5;5;0;5;1;0;1;2;0;0;0;0;1;1;1;1;0;2;2;5
133.867;Somerset;LON;3;3;4;5;4;0;4;1;0;0;1;0;0;0;0;0;0;1;0;0;1;1;4
54.290;U Divadla;PRG;5;4;4;5;4;4;5;8;0;0;0;7;1;0;0;5;8;5;3;2;8;25;4
137.806;Outrigger on the Lagoon;NTA;4;4;4;4;5;0;3;1;1;0;0;1;1;0;0;0;0;1;0;0;2;2;4
150.528;Mediterranean Dreams;PTY;4;3;4;4;5;0;4;2;0;0;0;2;0;0;0;2;2;1;1;1;2;6;4
9.732;Iberostar Isla Canela Park;LUS;3;4;4;4;4;4;4;6;0;0;0;0;5;0;0;1;2;5;2;0;6;23;3
62.099;Sheraton Rio Hotel & Resort;RIO;5;4;5;5;5;5;4;3;0;1;1;3;0;0;0;2;3;3;3;2;4;15;5
193.550;Hotel Casa Deco;BOG;5;4;5;4;4;0;4;2;0;0;0;2;0;0;0;2;2;2;2;0;2;4;4
13.853;NH La Maquinista;BCN;4;4;4;5;4;4;4;8;4;3;1;13;1;0;0;7;8;5;3;7;15;63;4
119.284;Silq Bangkok;BKK;5;5;5;4;5;0;5;5;0;0;0;2;0;3;0;5;4;2;1;3;5;12;5
135.731;Chopin Hotel Bratislava;BTS;4;3;4;3;3;0;4;1;0;2;2;1;0;0;0;1;1;0;0;0;3;15;3
91.638;My one hotel Radda;SAY;3;4;4;3;4;0;2;1;0;0;0;1;0;0;0;1;1;1;1;0;1;1;3
187.957;City Central Hotel;VIE;4;4;5;5;5;0;4;1;0;0;0;0;1;0;0;0;0;1;0;0;1;3;5
1.477;S'Algar;MAH;4;4;4;4;4;4;4;11;0;0;0;9;2;0;0;4;8;7;1;0;11;30;4
72.148;Trupial Inn & Casino;CUA;4;4;5;4;4;4;3;2;2;0;0;4;0;0;0;1;2;2;2;1;4;17;4
191.315;JW Marriott Marquis Hotel Dubai;DXB;5;5;5;4;5;0;5;1;0;0;0;1;0;0;0;1;1;1;1;0;1;5;5
35.489;Arcadia;ROE;3;3;4;3;4;4;4;24;4;1;3;14;4;7;1;15;16;7;8;6;29;115;3
110.182;Quay West Suites Sydney;SYD;5;5;5;0;1;2;4;1;0;0;0;1;0;0;0;1;1;1;1;1;1;3;4
91.599;Ascot;RNP;4;3;4;4;4;4;4;1;0;0;0;1;0;0;0;1;1;0;0;0;1;1;4
25.908;Clarion Limerick;LMK;4;4;4;4;3;0;3;2;0;1;1;1;0;1;0;1;2;1;0;0;3;14;4
58.833;Airone;RMI;5;4;5;3;4;4;5;1;0;0;0;0;0;1;0;1;1;1;1;1;1;3;4
23.238;Carlton Newcastle;NCL;4;3;4;3;4;4;4;2;1;2;3;1;0;1;0;4;3;1;2;2;5;16;4
682;Brisa;IBZ;5;5;5;0;4;0;5;1;0;0;0;0;0;1;0;1;1;1;1;0;1;6;5
3.497;Las Lomas;BJZ;4;4;4;4;4;4;4;18;6;1;0;16;8;1;0;6;13;11;7;4;25;109;4
19.475;Carema Aldea Playa;MAH;4;4;4;4;4;0;4;9;0;0;0;3;3;3;0;2;3;7;2;0;9;43;3
288;Barcelo Lanzarote Resort;ACE;4;4;4;3;4;3;4;21;1;0;1;10;11;0;0;5;10;17;9;0;22;122;4
2.880;Pestana Casino Park Hotel & Casino;FNC;4;4;4;4;4;5;4;9;0;0;1;4;2;2;0;4;6;6;3;0;9;44;4
6.905;Best Western Las Espuelas;GAN;5;5;5;0;3;3;4;1;0;0;0;1;0;0;0;1;0;1;0;0;1;2;4
28.800;Vall Petita;LLM;4;4;4;3;4;0;4;2;0;0;0;0;2;0;0;1;1;2;1;0;2;1;4
180.591;Hacienda Cantalagua Hotel & Country Club;MOR;5;5;4;4;5;0;4;1;0;0;0;0;1;0;0;1;1;1;1;0;1;5;5
189.755;Avalon Hotel;RIX;4;2;4;3;4;0;4;1;0;0;0;0;0;1;0;1;1;1;1;0;1;3;4
182.875;Carlton Hotel St Moritz;SMZ;5;5;5;5;5;0;5;1;0;0;0;1;0;0;0;1;1;1;1;0;1;7;5
90.030;Elba Costa Ballena Beach Golf Thalasso & Convent.;LUZ;4;4;4;4;4;3;4;47;2;0;0;21;25;3;0;10;29;39;21;0;49;169;4
138.541;Eurotel El Bosque;SCL;3;3;4;3;2;0;3;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;3
3.762;Telecabina;SRN;5;4;4;4;5;0;4;1;0;0;1;0;0;0;0;1;1;1;1;0;1;5;4
4.995;Casa Marina Reef All Inclusive;POP;4;3;4;3;4;3;3;2;1;0;0;1;0;2;0;1;1;1;1;0;3;5;4
23.957;Quinta Pedra Dos Bicos;FAO;4;4;4;4;4;4;4;15;0;0;0;7;7;1;0;1;8;13;5;0;15;53;4
6.147;NH Nice;NCE;4;4;4;3;4;4;4;14;1;0;0;9;4;2;0;7;13;7;4;9;15;66;4
666;Ridomar;LLM;4;3;4;4;4;4;4;15;2;0;2;9;4;1;0;7;10;9;5;1;17;70;4
66.600;Best Western Plus El Rancho;SFO;5;4;5;5;5;5;4;2;1;1;2;1;1;0;0;3;1;2;2;1;4;9;4
6.660;Ducale;VCE;4;4;4;4;4;4;4;33;0;0;0;17;11;4;0;23;26;15;8;10;33;117;4
133.028;Il Convento;NAP;4;4;5;4;4;0;4;1;0;0;0;0;1;0;0;1;1;1;0;0;1;1;4
91.642;My One Hotel Ayri;PAM;4;4;5;5;4;5;5;1;0;1;0;0;2;0;0;1;0;2;0;1;2;12;4
123.073;Holiday Inn Express San Diego Sea World - Beach Ar;SAD;4;4;5;5;5;5;5;2;0;0;0;0;2;0;0;0;0;1;0;0;2;9;4
24.576;Golden Tulip Apple Park Maastricht;MST;5;4;5;3;4;0;5;1;0;0;0;0;0;0;1;1;1;1;1;0;1;6;4
167.461;El Marques de Trancadorio;SDR;4;3;4;3;4;0;4;1;0;0;0;1;0;0;0;1;1;1;1;0;1;5;4
34.585;Leda Beach Hotel;SID;4;4;4;4;3;3;4;4;1;0;2;3;0;0;0;3;5;3;2;0;5;27;4
7.881;Granada Center;GRX;4;4;4;4;4;4;4;21;9;4;4;19;8;3;0;20;25;23;22;11;34;169;4
5.752;NH Milano Touring;MIL;4;4;4;4;4;5;4;4;0;3;3;3;0;1;0;3;5;4;4;4;7;45;4
16.077;Grange Rochester;LON;4;4;4;4;5;0;4;2;1;0;0;3;0;0;0;1;3;1;1;1;3;8;4
160.770;Contessa;SAA;5;5;4;0;4;0;5;1;0;0;0;0;1;0;0;1;1;1;1;1;1;1;5
91.320;Grand Hotel Duca d'Este;ROE;3;3;4;3;4;4;4;4;1;0;0;1;3;1;0;2;3;2;1;1;5;9;4
301;Barcelo Santiago;TFS;4;4;4;4;4;4;4;39;0;0;1;28;9;1;0;12;30;25;17;3;39;154;4
17.577;Wallace;PAR;3;3;3;3;4;4;3;7;1;4;3;4;3;1;1;3;3;3;1;1;12;56;3
3.010;Melia Zaragoza;ZAZ;4;4;4;4;4;4;4;17;8;0;1;13;8;3;0;6;16;8;6;6;25;77;4
17.770;Prince Albert Wagram;PAR;4;4;4;3;4;4;4;5;1;1;2;3;1;1;0;6;3;1;1;1;7;51;4
100.444;Begonville Hotel;SID;4;3;4;4;3;0;5;3;1;0;0;2;1;1;0;1;2;1;0;0;4;8;4
164.149;Terra Complex;PBB;4;3;3;2;3;0;4;3;0;0;0;0;2;1;0;2;2;2;2;0;3;7;3
57.313;NH Brugge;BRS;4;4;5;4;5;5;4;10;0;0;0;7;1;2;0;4;10;7;6;3;10;68;4
94.637;Telstar;RMI;3;2;3;3;3;4;3;1;1;0;0;1;0;1;0;1;0;0;0;0;2;19;3
110.278;Demetra Resort;SIC;3;3;4;3;4;4;3;3;0;0;0;2;0;0;0;1;2;1;0;0;3;9;3
1.189;Bajondillo;AGP;3;4;4;3;4;5;4;19;0;1;1;11;4;3;1;9;12;12;8;1;20;86;4
17.829;Flavia;ROE;5;5;5;5;5;0;5;2;0;0;0;1;1;0;0;1;1;2;1;1;2;9;5
3.471;Sands Beach Resort;ACE;4;4;4;4;4;3;4;17;1;0;1;8;8;1;0;3;6;15;5;2;18;77;4
169.154;El Dorado;LEI;5;5;5;4;5;0;4;2;0;0;0;2;0;0;0;0;2;0;0;0;2;3;4
16.156;Crystal Inn Downtown;SLC;4;4;4;4;4;4;4;2;0;0;0;1;0;1;0;1;2;0;0;0;2;7;4
139.670;Aegeon ;THS;4;4;4;3;4;0;4;16;0;0;3;5;3;5;0;15;15;14;14;3;16;92;4
120.674;Suites Mexico Plaza Centro Max;LEN;3;3;4;0;4;0;4;1;0;0;0;0;1;0;0;1;1;1;1;0;1;1;4
136.301;Best Western Plus Design and Spa;AC2;4;5;5;5;5;0;4;1;0;0;0;0;1;0;0;1;1;1;1;0;1;3;5
162.411;Fattoria Medicea La Residenza Del Granduca;MOT;4;4;4;4;4;0;4;1;0;0;1;0;0;0;0;1;1;1;1;0;1;1;4
2.993;Hesperia Presidente;BCN;4;4;4;3;4;4;4;11;2;0;1;6;3;3;0;5;8;5;6;6;13;68;4
3.120;Parador de Olite;PNA;4;5;5;5;5;4;4;9;0;1;0;6;4;0;0;6;10;6;4;4;10;27;5
1.003;H10 Salauris Palace;SAL;4;4;4;4;4;4;4;23;0;1;0;14;9;0;1;8;17;22;12;1;24;79;4
125.519;Husa Gran Ultonia;GRO;4;4;5;3;4;4;4;16;1;1;1;12;2;3;0;8;15;10;4;9;18;49;4
3.446;Pestana Porto Hotel & World Heritage Site;OPO;5;5;5;4;5;5;4;7;0;0;0;6;0;1;0;3;7;4;2;1;7;18;5
138.231;Mision Comanjilla;GUO;4;5;4;4;5;0;4;3;0;0;0;1;2;0;0;2;3;2;1;0;3;3;4
5.447;Piscis;PMI;4;4;4;4;4;5;4;3;0;0;0;2;1;0;0;1;1;0;0;0;3;15;3
90.029;Campanile Poznan;POZ;4;4;4;4;4;0;4;4;0;0;0;1;3;0;0;4;3;2;1;0;4;34;4
181.288;Rohan Hotel;SXB;3;4;4;4;4;0;4;0;0;1;1;0;0;0;0;1;0;0;0;0;1;2;4
215.607;Broadway Hostel & Apartments;BUD;3;3;4;1;3;0;4;3;0;0;0;2;0;1;0;3;3;3;3;0;3;22;3
2.187;Ciudad de Vigo;VGO;4;4;4;3;4;4;4;10;1;0;2;6;2;1;0;4;8;7;4;2;11;52;4
21.870;Macdonald Loch Rannoch Hotel & Resort;PIL;5;5;5;5;5;5;5;1;0;0;0;1;0;0;0;0;1;1;0;1;1;7;5
95.593;Parco Torre Chia;SSR;5;5;5;5;5;5;5;1;0;0;0;1;0;0;0;1;1;1;1;0;1;7;5
5.774;ADI Hotel Poliziano Fiera;MIL;4;4;4;4;4;4;4;27;0;1;0;18;6;3;1;18;24;9;11;14;28;126;4
57.740;Hap-Dreams;GRO;4;4;4;4;3;4;4;17;2;0;0;6;10;3;0;6;15;12;8;2;19;63;4
54.487;Nh Muenchen Unterhaching;MUC;4;4;4;0;4;0;4;1;0;0;0;1;0;0;0;0;1;0;0;1;1;14;4
140.139;Wassim;FEZ;4;3;5;2;4;0;3;4;0;0;0;1;2;1;0;3;3;2;2;0;4;12;4
25.060;Travelodge Newcastle Central;NCL;3;3;4;4;4;4;3;17;1;1;3;10;1;5;0;12;10;5;12;4;19;73;4
68.579;Plateros;ODB;4;4;4;5;4;4;4;7;3;0;4;5;1;0;0;8;9;5;2;3;10;22;4
148.515;Lucky Hotel Apts;LA;3;5;5;0;5;0;5;1;0;0;0;0;1;0;0;0;0;1;0;0;1;6;5
155.160;Riad La Cle De Fes;FEZ;5;4;5;4;5;0;4;1;0;0;0;0;1;0;0;1;1;1;1;0;1;1;5
67.526;Gran Caribe Hotel Habana Riviera;VRA;3;3;3;3;3;4;3;17;3;0;5;6;6;3;0;14;16;15;14;1;20;103;3
1.015;Internacional II;SAL;4;4;4;3;4;4;4;10;1;0;0;2;3;6;0;3;5;6;4;0;11;40;4
91.089;Riad La Maison Rouge;RAK;4;4;4;4;4;4;4;16;0;0;0;10;0;6;0;9;15;0;4;3;16;37;4
127.815;Vale D'Oliveiras Quinta Resort and Spa;FAO;5;5;4;5;4;4;4;11;0;0;0;3;8;0;0;2;6;10;3;2;11;39;5
22.622;Urban;MAD;4;5;5;5;4;5;4;8;0;1;0;6;1;0;2;3;8;2;1;5;9;50;5
25.298;Andaman Seaview;HKT;5;4;5;4;4;4;3;1;0;0;0;1;0;0;0;0;0;0;1;0;1;4;4
73.444;Park Plaza Tyrrelstown;DUB;5;4;5;4;4;5;4;17;3;0;0;12;6;2;0;11;14;11;12;9;20;70;4
60.681;Diar Lemdina;HMM;4;4;4;4;4;3;4;23;4;1;3;10;10;4;1;19;22;22;16;7;28;173;4
109.423;Senator;VIE;5;4;4;4;4;0;5;10;1;0;0;9;1;1;0;9;11;5;6;7;11;48;4
8.256;Teide Mar;TFS;4;4;5;4;4;5;5;16;2;0;0;7;7;4;0;11;16;13;10;4;18;75;4
111.283;Golden Tulip RǬsselsheim;FRA;3;3;4;4;4;4;4;1;0;0;0;0;1;0;0;1;0;1;1;1;1;2;4
23.676;Monasterio de Bolta?a Oferta Invierno;ARA;4;5;5;4;4;4;4;63;1;1;1;45;16;3;0;17;61;38;23;14;65;204;4
15.828;Holiday Inn Alicante;ALC;4;4;4;4;4;4;4;34;1;2;1;21;10;5;0;14;22;18;10;11;37;144;4
136.745;La Nava;GRX;3;3;3;2;2;0;4;2;0;0;0;1;1;0;0;2;2;2;2;1;2;5;3
133.296;Xanadu Island;BJV;5;5;5;5;5;0;5;1;0;0;0;0;1;0;0;1;1;1;1;0;1;2;5
16.891;Laguna Park I;TFS;4;3;4;3;4;4;4;33;2;0;0;18;13;4;0;8;17;25;13;0;35;136;4
14.195;Kefalonia Palace;ION;4;3;4;0;3;0;4;1;0;0;0;1;0;0;0;1;1;1;1;0;1;3;4
101.260;Athenee Palace Hilton Bucharest;BUH;5;5;5;5;5;4;5;8;1;2;3;6;1;0;1;8;10;9;8;2;11;38;4
9.157;Tourotel Brein?ssl Innsbruck;INN;4;4;4;4;4;4;4;1;0;0;0;1;0;0;0;1;1;1;1;0;1;3;4
199.251;Torre Di Terigi;FLR;5;5;5;5;5;0;5;1;0;0;0;0;1;0;0;1;1;1;1;0;1;1;5
9.649;Silken Puerta Castilla;MAD;4;4;4;4;4;4;4;83;35;12;19;74;22;11;4;72;95;69;40;58;130;534;4
16.838;Caleta del Mar;FUE;4;3;4;2;4;3;4;14;2;0;1;11;3;1;0;6;10;7;4;0;16;67;4
109.133;President Palace Hotel;BKK;4;4;4;4;4;4;4;6;0;0;3;3;0;0;0;5;5;2;2;5;6;18;4
980;Sol Pelicanos Ocas;BEN;4;4;4;4;4;4;4;50;1;1;1;18;25;8;0;22;37;45;24;4;52;202;4
27.822;Holiday Inn Resort Phuket;HKT;5;5;5;5;5;1;3;1;0;0;1;0;0;0;0;0;0;1;0;0;1;11;4
117.678;Panorama;IBZ;4;5;4;2;5;4;5;1;0;0;0;0;0;1;0;0;1;1;1;0;1;4;4
73.304;Pueblo Bonito RosǸ Resort & Spa;CAB;5;5;5;5;5;0;5;1;0;0;0;1;0;0;0;1;1;1;1;1;1;2;5
134.309;Beau Rivage;ESS;4;3;4;3;4;4;4;15;0;0;3;8;1;3;0;11;12;6;4;0;15;56;4
8.132;Complejo Bellavista Residencial;ALC;3;3;2;1;3;0;3;2;0;0;0;0;2;0;0;0;0;1;0;0;2;8;3
202.492;Otelia;LYS;5;4;5;0;4;0;4;3;0;0;0;2;0;0;1;3;3;3;3;0;3;21;4
2.615;Comtes d'Urgell;AND;3;4;4;4;4;4;4;119;0;2;5;59;41;15;1;46;74;66;44;13;121;598;4
2.847;Celuisma Rias Altas;SCQ;4;4;4;4;4;4;4;28;6;8;6;15;15;6;0;20;27;29;15;11;42;132;4
94.889;InterContinental Toronto Yorkville;ON;5;5;5;4;5;0;5;0;1;0;1;0;0;0;0;1;1;1;1;1;1;5;5
168.246;Best Western Plus Envy Hotel;MTN;4;3;3;0;4;0;4;0;0;1;1;0;0;0;0;0;0;0;0;1;1;1;4
210.867;The Pond;BUD;5;4;5;0;5;0;4;1;0;0;0;1;0;0;0;1;1;1;1;0;1;1;5
136.246;Dunasol;LPA;4;3;4;0;4;0;4;1;0;0;0;0;1;0;0;0;0;1;0;0;1;6;4
90.245;Silver House;SOF;5;3;5;4;4;4;4;1;0;0;1;0;0;0;0;0;0;0;0;0;1;1;4
4.228;Husa Illa;BCN;4;4;4;4;4;4;4;12;6;3;3;9;8;1;0;11;16;11;6;11;21;99;4
66.385;Blau Varadero Hotel All Inclusive;VRA;4;4;4;3;4;4;4;11;0;0;0;7;3;1;0;3;7;9;3;0;11;61;4
95.755;Tribeca Studios;BUE;5;3;5;5;5;5;5;2;0;0;0;1;0;0;1;2;2;0;0;1;2;15;5
125.886;Travelodge Edinburgh Shandwick Place;EDI;4;4;5;4;4;3;4;6;0;0;0;3;1;2;0;4;5;4;5;0;6;27;4
16.068;Fairmont St Andrews Scotland;STA;5;5;5;4;5;0;4;1;0;0;0;1;0;0;0;1;1;1;1;1;1;19;5
84.802;Al's Resort;USM;3;3;3;0;4;0;3;1;0;0;0;1;0;0;0;1;1;1;1;0;1;4;3
4.664;Golf Center;LEI;3;3;3;3;3;4;3;7;0;0;0;4;3;0;0;1;3;5;1;0;7;23;3
63.361;Melia Varadero All Inclusive;VRA;4;4;4;4;4;4;4;10;0;0;0;7;2;1;0;4;7;8;4;1;10;93;4
141.711;Balladins Calais;NFC;1;2;1;2;5;0;3;0;1;0;0;1;0;0;0;0;0;0;0;0;1;9;2
8.038;Ocean View;CAM;5;4;5;4;5;5;5;11;1;0;0;8;3;1;0;6;9;6;5;2;12;36;5
148.241;Oglakcioglu Park Hotel;IGL;4;3;4;5;5;0;5;0;1;0;0;1;0;0;0;1;1;0;0;1;1;1;4
12.812;Westgate Lakes Resort & Spa;MCO;4;4;3;3;3;3;4;2;0;0;0;1;1;0;0;1;1;1;2;0;2;11;3
141.543;Casa Del M (formerly M Resort);HKT;4;4;5;5;5;0;5;1;0;0;0;1;0;0;0;1;1;1;1;0;1;5;5
91.087;Ca' del Moro;VCE;4;4;4;3;4;4;4;19;0;0;1;8;9;1;0;9;12;10;5;5;19;54;4
